id,instrumentalness,energy,loudness,danceability,liveness,speechiness,Cluster
1a2iF9XymafjRk56q7oCxo,-0.32744287189864074,-0.13176201204751345,-0.7626936091108659,-1.0116337380940903,-0.636837251203956,-0.6467064520958311,2
1sxtxIKhRiQwuGpUwHoEHq,-0.1851867254251821,0.42781717122997004,-0.6120617368330159,-1.2849289580857803,2.341970209655364,-0.3493122662250293,4
3XxBSvDZKH5YvZZjTpn6eR,-0.24318521852993089,-0.7645169346766679,-0.09048881009554018,-1.8482517584768152,-0.4254632658078938,-0.5331183949923998,2
4NQfrmGs9iQXVQI9IpRhjM,1.6730484591671235,-0.8463015845402999,-0.14606955441196612,-0.3423393217879098,-0.6669776157882092,-0.7799142645171276,2
2SL0h7FKhJ1O5DcvmvPqU5,-0.3446917150842026,-0.9194773238919709,-0.21735790038303407,-0.31445205444181895,-0.7135581792366007,-0.5764883804318918,2
61K6lqGyrl2Aerk0LjAZem,-0.3452854004466922,-2.743705461376567,-2.4001103918531115,0.1150118626879797,-0.636837251203956,-0.18409327407458387,2
6gJnxMZphJt3sk2JJXTkoJ,-0.3150668154959739,-1.1260911761790418,-0.9654827740624635,0.20982857166468863,-0.7617044759101482,1.5785868484304806,0
3ocm1Cf1Dk1ODrdBdybh82,-0.29068004752909526,-0.7472991136527454,-0.6398521089912289,0.5723630471638692,-0.940589496884223,-0.7365442790776356,2
5MVMARaMoclifNmBtPu0dD,-0.13403844804146664,0.9357428914356858,-0.4255843120612388,-0.33676186831869165,-0.3745769359903233,-0.5661621934224889,1
2bIfM0ZOF4gxK1BeqH3Djm,-0.33748985495615624,-0.6956456505809776,-0.7187928762812251,1.0241367781705413,-0.7620959092164372,-0.5000745965623108,2
2Qj1FilGsXITZbFVmVeoLy,-0.34527032997210594,-0.6913411953249969,-0.6223320917610512,0.17636385084937958,-0.33543360536142286,-0.6177931284695031,2
2FtX5tOFUVOyjcGQiuGR8f,-0.04863909205258458,1.138052288466776,0.48203313226532624,-1.4243652948162346,0.17734402587717235,-0.2615396766451051,1
1yKah8BCP3Vgq2tPBOLKL0,-0.3452497793249428,-0.1360664673034941,0.566813905298715,-1.6028438058312158,0.2986883508267635,-0.7324138042738746,2
58PSYdY0GFg0LFb2PxYk4T,-0.3444999090440137,0.3374236108543765,-0.5735982507299818,-0.057889194857783655,1.613904259957817,-0.039526655942944126,4
3kkCpDqhrOEBf0eOR2igEE,-0.33137032891203316,1.0691810043710859,0.24742600498765854,0.18194130431859776,-0.6055225867008357,-0.4845853160482065,1
3YGsgJqtIWKjMjZtKLk11Z,-0.15458909520456662,0.3417280661103571,0.014631293285526406,-1.7534350495001065,-0.6524945834555161,0.5149895864619883,1
2ROJOb98GorxStuOuZWcGd,-0.10344081782085116,-0.037063996415939236,0.24943980007158698,-1.703237968277143,0.541377000725946,-0.5155638770764149,2
2hv2NiSq8p4pgL28pxcqAJ,-0.3389512343099767,-0.38572487215037154,-0.6831487032956911,-0.29214224056494625,-0.6967265470661735,-0.7004026245447257,2
2wnjZXcAT3rCjjqxLeHjv7,-0.34493832285015985,-0.5622075376455775,-0.6682466196746204,-0.24194515934198335,-0.6211799189523958,-0.6673588261146368,2
