id,instrumentalness,energy,loudness,danceability,liveness,speechiness,Cluster
7zvEmdu7bEpHNexG6eRoZq,-0.32780881950494184,-0.5222665656710986,-0.009784328145652792,-0.4689948918035968,2.423008537876218,-0.6534264334121686,29
7z9tKI5lpgMmvEsVpchGiz,-0.32780881950494184,-0.1518715168409183,-0.029657714740903625,1.267530152886672,-0.6326520908221869,-0.5525495591086805,74
7yzM0pEseQUpb6BMViOPEA,3.8962837661582665,-1.0841017520989005,-1.0908215650156192,-0.563613243597618,-0.6363514378302964,-0.7543033077156566,64
7yDjFcO9qsgnSKD5Cpo6jg,-0.32780881950494184,0.6638299390098165,0.07195903558575638,-0.2074029780201272,0.658420015008011,-0.664305312013525,77
7xVSNhAUQhUIpwfR6lTOwA,-0.32778626056724114,-0.2725620383698536,0.3552485369576814,1.1228197324958162,-0.7802560364457539,-0.5574945039274789,74
7wU0SnptDXFEwyQbrSiSLF,-0.3261009161243602,1.325546936358116,0.8715816188758028,-2.4838092064762813,-0.403292576319401,0.8715945487052679,27
7wglwZzZoWUr8sOECwpu6L,-0.32780881950494184,-0.47232566021084954,-0.3358203591752873,1.5569509936683839,-0.6981305328657241,2.2660689876064257,34
7wCmS9TTVUcIhRalDYFgPy,-0.3257401557846117,-0.8260737405542804,-1.1061953169100587,-0.5803105997965629,-0.7769266241384554,-0.6880410471437576,66
7wcDSsREsX9wn8P1iEdBgj,-0.32780881950494184,-0.305855975343353,0.5971039021263003,-1.0367050025677236,0.7287076081620903,1.2276305756587549,1
7wbbSHjbKqqcn2YJRCeVSD,-0.32780881950494184,0.7429030393218771,0.05602282935371561,0.6775569005239525,0.9173743055756725,2.899021924412625,22
7waChMUm2QTdsnnsBy4Axx,-0.32780881950494184,1.0508719563267466,0.9342015351287629,0.5551096217316898,0.09981861678348408,0.8023653212420897,3
7vrKEP66NdiQDPryPG6olO,-0.32780881950494184,0.8719170450941872,0.6724727833648931,-0.18513983642153398,-0.6511488258627341,-0.2538748920532552,20
7vQRCX2Ew3rChN7V3Kq7JZ,-0.32780881950494184,0.443257606560383,0.29356604460072355,0.7165173983214906,-0.4920769045140278,0.17930227407348734,12
7vp89zcbYncoBCbX5HA3tZ,-0.32646624305068783,-0.8718529038928421,-1.12625618828451,0.8834909603109397,-0.8350063721657738,2.5528757870967347,4
7vjXPjtvm9IjoPKGVyfg10,-0.32780881950494184,0.7553882656869394,-0.16220945363564296,-0.4022054670078172,0.31068139624572266,-0.15992094049608505,77
7vJhOBgOkXyEJvw1vsU6HB,3.750152995627215,-2.2543836367174035,-1.5089126226326892,-2.6006906998688955,-0.7421527622622265,-0.6702392457960831,71
