energy,loudness,danceability,liveness,speechiness,Cluster
1.1299450566388072,0.5714184873758348,-1.5097967615378303,-0.6899919694478835,-0.29837939542244113,45
0.9010492399459987,0.5095485102396766,-1.1034944273635043,2.404511802835671,-0.3666196339218595,37
0.4349341223170077,0.12051759339868104,0.276820351749274,1.757126076416517,-0.6613383451222461,10
1.4295904894003013,1.0525044308042661,-0.5747448143969158,0.4919493996430854,-0.18761263148135623,21
0.6763151653748783,0.7859010747811837,0.22116249775279095,-0.4439853934086051,1.3957586994979017,79
-2.1453459931291934,-0.8924626686215114,-0.7528499471856616,-0.14803763275984924,-0.6376026099920135,5
0.0437303628783902,0.34643675233525917,-0.3465476130113354,2.4637013549654214,-0.7632042083894937,40
0.6430212284013789,0.45630283294674023,-0.12391619702540387,0.488250052634976,-0.3735425566681772,21
-0.47648740233253745,0.2583189061110336,0.7666094669183241,-0.7173671373078934,-0.10354856956178295,7
-0.09776886925898223,0.05883510104172308,-0.20740297802012841,-0.7151475291030277,-0.7167217270927885,72
1.1798859620990563,1.131060553289267,0.5718069779306335,-0.11104416267875471,0.2287517222614717,31
-0.16435674320598104,-1.0735729653291746,0.9558461705063664,-0.6474494788546249,2.3352982150696038,41
0.2559792110844484,0.7575908731219113,0.5718069779306335,0.38836768341602096,-0.39332233594337096,76
-0.48481088657591226,-0.31107236832082336,1.0727276638989802,-0.8061514655025203,-0.45760661858775065,13
-2.3954666946426073,-3.0234146690141643,-2.160993653296681,0.6658187090242297,-0.5525495591086805,66
0.4307723801953202,0.8738314362262087,0.8667936041119936,0.10721731079970279,-0.46551853029782814,76
-0.2600768120047918,0.5206101122125047,1.5179904958708446,-0.4069919233275107,2.2166195394184416,61
-0.7303536717554701,-0.300760705464797,-0.5135211750007845,-0.566063844676217,2.384747663257588,41
0.6596681968881286,0.7103447087633904,0.6385964027264132,2.34532225070592,-0.4714524640803862,12
0.692962133861628,0.769214929432341,0.3102150641471638,-0.4698808224653713,2.177059980868054,67
1.4212670051569265,1.1282482816012598,-0.9253892945747586,0.2551911911240807,0.29798094972464984,2
0.971798856014685,0.6404128861216114,1.2842275090856157,1.1208383910216917,1.672675609350614,19
1.2672825466544917,0.7664026577443338,-0.8252051573810895,1.3834920285974628,2.8792421451374315,47
0.6097272914278795,0.43830429414349414,1.1784775864922978,-0.8305671557560426,-0.2815665830385265,57
0.5431394174808807,0.773527079353952,0.3157808495468121,-0.7229161578200576,0.7726956523292992,77
1.3671643575749899,0.5830425436862646,-0.7472841617860132,1.2910083533947265,-0.01849551867844996,35
